1	582
2	978
3	655
4	380
7	163
8	274
9	411
13	910
14	1046
15	181
17	818
18	193
19	279
20	918
21	1019
22	990
23	839
24	958
25	705
26	517
27	866
28	481
29	857
30	1042
31	120
33	988
35	864
36	1022
43	475
44	435
45	394
47	422
48	273
49	992
53	796
54	675
55	115
56	174
57	862
58	972
60	647
61	553
62	80
63	689
64	502
66	821
67	316
68	1020
69	18
73	228
75	429
76	168
77	832
78	351
79	758
80	491
82	368
83	250
87	107
92	794
93	769
95	58
96	750
97	879
98	822
99	592
100	261
101	150
102	732
106	427
110	366
111	61
113	360
121	410
123	624
124	779
125	245
126	749
128	569
129	114
130	96
131	861
133	334
135	487
136	178
137	697
138	399
141	322
142	392
144	1039
146	386
147	702
149	130
150	14
151	687
152	220
153	907
154	820
155	776
156	457
157	270
158	226
159	362
161	1040
165	772
166	579
169	985
170	609
174	194
177	172
179	667
180	627
183	547
184	177
188	342
189	488
190	337
192	989
197	507
198	606
199	777
200	570
201	668
202	888
203	619
205	891
206	1010
211	143
212	395
214	188
215	127
216	344
218	212
219	185
220	514
221	79
225	793
226	908
227	767
228	307
229	106
231	462
232	258
233	852
234	64
235	849
236	375
237	872
240	340
241	806
242	921
243	752
244	417
250	252
254	523
255	437
256	530
257	664
258	924
262	306
263	788
264	1032
267	984
268	1005
269	262
275	950
276	494
277	251
278	28
281	109
282	428
283	320
284	84
286	42
287	525
291	1023
292	585
293	113
294	0
297	32
298	783
299	397
300	1024
303	515
305	159
307	265
308	532
309	736
310	661
312	1011
313	281
314	269
317	863
318	1001
319	899
320	504
321	131
322	15
324	289
325	464
326	819
327	77
328	880
329	349
330	56
331	898
332	815
340	836
341	369
345	993
346	941
347	511
349	135
350	641
351	372
353	743
354	949
355	1002
357	828
358	401
359	441
363	506
364	353
365	961
366	264
367	191
368	209
371	463
372	648
376	75
383	299
385	720
386	347
387	89
388	103
390	867
391	692
392	684
393	72
394	402
395	922
396	807
399	554
400	800
405	731
406	926
408	207
409	382
410	657
411	90
412	46
413	308
415	766
416	421
418	359
419	486
420	932
421	868
423	747
425	9
426	22
429	325
430	363
432	100
433	8
434	477
436	374
437	1026
438	101
440	356
444	326
445	756
450	975
452	649
455	104
456	701
457	204
459	520
462	599
465	938
466	952
467	663
469	919
470	884
471	878
472	966
473	775
474	969
475	276
477	222
479	916
480	1007
482	175
483	99
484	302
485	973
486	708
487	512
488	858
491	67
492	877
493	1014
494	937
495	16
496	482
497	538
498	285
499	105
500	292
501	134
504	887
506	1027
507	817
508	774
509	489
510	83
511	1029
513	158
521	1035
522	531
523	152
524	256
525	453
526	725
533	202
534	39
535	171
537	472
539	811
540	658
542	674
544	406
545	179
546	905
547	611
551	831
552	33
559	1025
560	586
561	770
562	895
563	57
565	214
568	885
569	10
570	74
572	814
573	78
575	824
576	745
578	425
580	925
583	883
587	894
588	996
589	364
590	442
591	729
592	499
593	473
594	693
595	121
596	759
597	892
598	236
603	970
604	38
609	128
612	2
613	129
615	882
616	986
617	211
618	458
620	282
621	235
622	901
623	612
624	695
625	548
626	976
627	837
628	310
629	516
630	722
633	164
634	535
635	902
636	765
639	157
640	13
644	82
646	577
649	190
650	259
652	573
655	771
658	616
659	148
662	66
663	808
664	923
665	447
666	706
667	1012
668	1017
669	840
670	724
671	41
673	914
674	827
676	875
677	126
678	465
679	456
680	911
685	415
686	948
690	672
693	522
694	768
695	564
696	871
697	956
698	167
700	404
701	826
705	1013
707	231
708	583
709	119
713	478
714	495
715	764
716	234
718	521
721	88
722	324
725	469
726	746
727	62
728	626
729	588
730	529
731	304
732	536
733	595
734	225
736	578
737	843
738	604
739	994
740	942
742	272
743	700
744	1033
747	358
748	644
749	650
753	312
757	688
758	221
759	812
760	659
761	545
762	438
765	92
768	85
769	508
770	642
771	844
772	388
773	396
774	68
777	490
779	670
780	355
782	35
785	739
786	232
789	797
790	929
792	156
793	283
794	138
797	813
798	723
800	628
804	682
805	370
806	681
807	853
808	943
810	20
814	136
816	11
817	112
818	65
821	761
822	786
831	192
832	210
834	389
835	485
837	249
838	480
839	562
841	379
847	73
848	403
849	110
853	860
854	1031
856	125
857	297
858	935
861	833
862	699
863	896
864	1008
865	601
866	726
867	1030
869	550
871	967
872	981
873	407
875	987
876	513
880	713
881	155
882	565
883	1045
884	534
885	275
886	246
888	86
889	144
895	847
897	631
898	621
899	19
900	227
901	559
903	904
904	920
905	346
906	137
907	735
908	298
909	567
910	377
913	571
914	930
915	162
918	603
919	323
920	393
921	719
922	890
924	237
925	423
926	216
927	850
928	539
932	810
933	1034
934	455
935	711
936	593
939	391
940	244
943	614
946	55
948	268
949	645
950	470
951	607
952	48
953	762
955	737
956	662
957	546
958	400
959	893
960	656
961	416
962	903
964	47
966	980
969	566
970	1037
971	290
972	70
974	24
978	189
982	600
987	636
988	951
989	542
990	602
993	560
995	934
996	974
997	460
998	963
1002	665
1003	680
1005	716
1006	589
1007	690
1008	503
1009	500
1010	528
1013	263
1018	754
1023	632
1024	622
1025	637
1026	846
1034	999
1035	200
1036	30
1037	493
1038	730
1041	430
1043	625
1044	709
1047	450
1048	886
1050	738
1051	640
1053	652
1055	293
1056	241
1059	541
1060	277
1068	686
1069	132
1070	468
1071	947
1072	715
1073	900
1074	751
1075	361
1076	646
1082	781
1084	865
1088	327
